918:15,17,94,179,327,361,901,1023,1126,1499
925:17,41,370,1091,7407,11861,13901,14328,20312,28072
926:76,162,239,302,394,508,861,873,1023,1382
937:239,302,361,394,496,518,1089,1119,1239,2200
949:8,17,29,58,76,84,302,616,654,866
964:17,65,116,363,431,873,1549,2583,4542,5117
970:17,2656,5998,9093,14636,36227,39096,49357,54214,59184
977:17,29,236,239,301,354,394,554,650,1023
981:17,94,508,1340,1382,1875,1881,3250,3288,4513
982:17,326,472,496,594,646,812,1119,3046,7506
984:15,17,29,84,138,394,486,1109,1550,3234
992:17,119,367,730,1555,2068,2531,4328,4499,6527
993:3,29,239,495,654,692,726,749,1476,3234
998:17,29,61,94,138,302,873,901,1382,1535
1000:8,17,29,58,84,101,354,861,899,1102
1007:17,29,32,94,101,289,356,508,554,1382
1027:17,1147,2103,2632,3211,4792,6097,9417,9874,14593
1028:17,342,1181,1762,2338,2531,2626,3162,3730,5553
1044:17,30,44,84,946,1362,1762,1886,8445,9088
1045:17,58,65,94,101,289,508,518,861,899
1049:17,76,302,654,2545,5287,8574,10048,33595,41249
1068:17,1130,3426,4218,5975,6359,6880,7675,13267,32062
1069:29,101,138,239,301,358,554,654,861,1119
1070:6,17,58,76,394,518,899,902,1023,1119
1082:32,101,138,239,301,394,486,866,901,1023
1083:8,17,29,58,76,84,302,616,654,866
1088:17,61,119,245,564,1208,1239,1344,1987,3233
1094:29,32,58,61,508,554,616,873,899,2139
1116:3,65,239,302,431,736,901,931,1023,1126
1121:8,17,29,58,76,84,302,616,654,866
1125:58,61,84,94,138,182,302,358,866,1382
1127:17,58,65,101,289,901,1023,1109,1126,1382
1132:17,591,861,1009,1152,2200,2338,2429,2626,3304
1133:32,76,101,508,554,861,899,1102,1119,1382
1140:29,58,76,101,239,289,302,616,787,1023
1141:17,176,1066,1435,1449,1790,3309,3789,6455,8011
1148:17,179,901,1023,1126,1937,3527,3841,4187,7006
1153:15,17,29,58,238,289,554,654,1102,1462
1163:17,138,224,226,301,361,518,650,866,899
1166:17,48,94,138,508,899,986,1119,1187,1382
1172:17,29,58,65,101,138,289,302,361,518
1192:17,29,58,94,101,138,302,554,1102,1382
1204:17,29,302,495,749,1180,1476,3234,3632,4025
1208:3,17,162,194,239,302,395,511,726,1567
1209:17,30,94,114,356,1362,1382,1551,2140,3250
1234:17,285,357,596,827,1205,1410,2153,4919,5604
1236:17,65,889,1030,4942,6708,6793,8566,8973,14518
1245:65,131,239,302,363,431,496,873,931,1187
1263:17,32,58,101,103,289,302,861,901,1023
1267:3,58,101,239,302,483,554,1804,2200,4174
1269:17,3107,4021,4568,7859,11725,11884,14401,21771,23191
1288:8,17,29,58,76,84,302,616,654,866
1295:15,32,76,101,361,394,554,616,861,866
1296:17,29,449,495,591,749,861,1462,1476,3234
1302:17,94,101,162,239,289,302,554,866,1382
1305:3,17,84,239,294,302,591,787,861,4364
1342:17,88,4753,5347,9581,11677,24711,30002,39947,61772
1382:17,48,84,654,873,899,931,1102,1119,2200
1389:8,17,29,58,76,84,302,616,654,866
1391:8,17,29,58,76,84,302,616,654,866
1397:17,2307,4021,4740,7585,12589,17071,18375,33785,49725
1402:48,76,84,239,302,616,901,1102,1119,1462
1405:8,17,29,58,76,84,302,616,654,866
1407:8,17,29,58,76,84,302,616,654,866
1408:17,88,93,302,4753,5347,9024,9581,12223,61772
1409:96,101,239,356,508,554,616,1109,1382,3234
1412:17,380,449,521,1510,1622,1693,2163,4048,5581
1413:15,81,101,162,239,285,289,394,508,861
1418:94,138,239,289,554,654,861,901,1382,1405
1419:17,119,827,1410,2068,3618,3977,4249,5545,6527
1420:29,239,302,508,654,1119,1187,1382,2618,3234
1427:8,17,29,162,301,358,361,554,899,1119
1430:17,58,490,591,1196,1424,2172,2657,4181,5542
1431:32,58,162,285,554,654,1023,1109,1126,3234
1435:29,58,76,101,138,289,302,354,508,616
1437:17,357,776,1544,3847,4919,5857,6303,10075,11762
1441:8,17,29,58,76,84,302,616,654,866
1447:17,48,94,138,736,899,901,1109,1119,1382
1448:8,17,29,58,76,84,302,616,654,866
1457:17,179,322,834,901,1126,1764,3841,4187,7006
1458:15,17,58,76,101,302,508,736,866,873
1469:58,76,101,239,289,302,358,361,394,2200
1477:17,94,483,508,633,1551,3250,3288,4181,4697
1486:17,2634,5890,14147,15180,15623,26131,26847,30972,42089
1490:17,65,179,546,834,901,1023,1475,3841,4187
1491:3,239,302,495,654,692,726,749,1476,3234
1500:15,58,162,302,354,554,787,861,873,899
1503:58,101,239,289,508,554,654,873,931,1382
1517:17,138,224,226,301,361,518,650,866,899
1518:17,65,431,481,931,2583,4833,5753,6793,7048
1535:29,58,101,162,236,289,302,654,866,899
1551:8,162,518,554,616,873,931,1023,1462,1550
1552:40,94,226,301,669,787,873,931,947,1119
1553:17,58,101,289,483,518,554,1089,1804,4174
1559:29,101,239,289,302,554,654,749,1140,1550
1560:17,58,138,162,508,518,554,861,899,1119
1561:17,29,58,76,138,289,354,508,616,866
1562:15,29,32,101,289,508,564,654,787,1102
1569:17,986,1184,3271,17078,17445,22699,23600,34188,78994
1570:17,388,470,1231,3505,4008,4816,5575,7841,11535
1588:8,17,29,58,76,84,302,616,654,866
1589:94,239,508,654,931,1023,1382,1405,1535,3234
1591:40,224,262,378,669,736,873,901,947,1410
1601:17,116,294,357,394,564,749,1709,3841,4919
1602:17,32,301,354,508,518,873,1023,1119,1382
1629:17,30,61,119,138,358,449,518,891,1410
1634:40,45,378,409,698,1069,1119,2139,2162,2265
1642:58,101,138,289,301,302,354,508,654,1102
1653:17,29,58,94,101,302,554,736,1382,3234
1654:94,101,302,394,486,518,554,1023,1119,1382
1655:29,70,138,162,245,289,358,361,654,1023
1668:29,76,94,101,289,354,554,899,1119,1382
1681:17,29,32,103,138,402,518,901,1023,1462
1703:29,32,239,262,302,650,654,1109,1119,2200
1721:8,17,58,76,302,375,616,654,4697,4967
1727:17,205,217,381,787,1444,1728,6129,6836,10640
1728:76,239,302,495,656,692,726,749,1476,3234
1745:17,1089,1133,1152,1287,2008,2139,2429,3304,4880
1746:3,17,101,302,726,1287,1471,2200,2429,2868
1751:32,96,239,302,402,873,891,901,1023,1126
1756:8,15,61,239,302,322,542,568,654,1102
1758:17,30,162,194,294,394,402,891,1140,1550
1761:17,6379,16386,19433,25716,27060,34553,36398,40478,52165
1767:32,76,96,239,891,901,1119,1126,1187,3234
1779:8,17,29,58,76,84,302,616,654,866
1780:8,17,138,224,226,301,361,518,650,866
1783:17,97,239,302,354,483,861,1475,1499,5767
1787:29,32,76,101,138,289,358,361,554,616
1788:17,176,1449,1551,1555,1790,2379,7806,8009,8011
1794:17,245,361,402,483,508,1382,1832,2030,3250
1796:29,32,239,361,363,654,861,873,899,1382
1803:17,32,94,96,294,394,508,1109,1499,3250
1820:17,65,481,571,873,931,2583,6793,7048,10041
1821:17,61,84,962,1102,1762,1822,2302,2626,5117
1822:17,32,138,162,354,402,616,861,1140,1550
1823:17,76,84,138,289,394,554,787,873,1023
1840:61,94,162,239,301,508,616,901,1109,1382
1841:17,1803,2103,2582,2632,4394,5480,7225,7994,8860
1842:17,58,73,114,554,633,1804,3730,4174,5553
1850:3,17,302,395,470,726,837,999,1567,2868
1853:17,29,302,546,749,1476,1549,2030,3234,5567
1854:17,70,101,138,289,301,302,508,654,861
1862:15,32,65,138,302,358,508,554,616,1102
1880:17,179,472,496,875,901,1023,1119,1126,3841
1883:29,32,58,101,138,289,302,654,899,1102
1890:3,238,239,302,395,726,837,1567,2868,5998
1891:17,76,302,616,654,4169,4203,4828,14414,20387
1893:119,138,239,302,356,358,394,654,1023,1109
1894:29,32,94,138,361,508,654,1023,1382,2139
1911:17,5319,7097,12294,17232,24825,35817,51578,74204,88066
1912:17,138,521,803,986,1475,1622,2024,2233,4048
1913:17,223,493,578,813,2428,2644,4032,7059,7409
1930:17,6754,7160,10874,20411,24752,33763,34015,35218,50931
1932:17,890,3568,4743,5097,5812,6916,8042,10503,17403
1950:32,81,162,508,554,861,901,947,1119,1382
1951:8,17,29,58,76,84,302,616,654,866
1952:17,76,101,162,239,289,554,749,891,3234
2005:101,245,285,302,354,394,518,554,1023,1102
2017:8,17,29,58,76,84,302,616,654,866
2025:8,17,29,58,76,84,302,616,654,866
2030:17,32,96,162,518,568,731,1140,1200,4268
2034:119,224,410,4249,5395,6186,6527,9160,9914,11503
2038:17,8881,16070,21610,25769,36947,59526,59976,63373,91985
2046:8,17,29,58,76,84,302,616,654,866
2058:8,17,29,58,76,84,302,616,654,866
2068:17,29,58,101,138,289,302,508,654,899
2070:15,61,84,94,302,322,508,542,654,1102
2071:58,70,76,101,302,354,361,518,650,866
2072:3,239,302,472,496,726,1102,1119,1762,4364
2074:17,311,924,1164,1410,2008,3618,4671,4880,6916
2075:61,101,138,245,301,302,508,654,861,899
2076:8,17,29,58,76,84,302,616,654,866
2077:17,29,94,162,402,508,656,1102,1382,3234
2080:17,29,58,101,289,356,402,749,861,3234
2085:15,17,94,138,654,1023,1109,1382,1462,2200
2097:58,65,138,262,289,301,302,354,508,899
2112:17,22,278,546,1044,1499,2153,2430,5480,14754
2115:17,48,65,119,322,354,356,564,899,1119
2116:3,17,236,262,302,496,999,1050,1119,1187
2123:17,29,48,65,431,873,899,931,1102,3234
2135:17,94,431,873,931,1382,2583,3250,3288,5767
2141:8,17,29,58,76,84,302,616,654,866
2147:17,76,302,398,616,654,3233,3250,3448,14750
2154:17,220,1410,1888,2168,2582,2677,4021,8860,14754
2160:15,17,285,301,322,394,483,554,861,1499
2162:17,661,1147,3211,3599,6097,9265,9417,14226,19962
2170:17,29,58,94,101,289,302,394,1109,1382
2177:8,40,45,168,262,301,947,1119,1276,2162
2184:58,76,289,483,554,749,1089,1239,1462,2618
2185:17,22,354,361,394,470,1001,1555,2185,3429
2187:40,375,535,840,875,1069,2162,2275,2548,2703
2211:17,179,776,1023,1126,2085,3527,3841,4187,7006
2223:8,17,29,58,76,84,302,616,654,866
2243:15,17,94,402,508,866,873,901,931,1023
2244:17,29,58,101,138,289,301,302,354,616
2247:6,29,48,239,302,554,654,1023,1119,1187
2250:40,45,168,301,353,429,500,719,947,2162
2253:17,357,986,1231,1435,1551,1790,3789,4919,5575
2260:40,45,168,301,353,429,719,947,1069,2162
2261:15,29,58,101,138,162,302,554,654,1102
2262:8,17,29,58,76,84,302,616,654,866
2290:15,29,32,65,94,138,285,554,866,1102
2291:17,29,32,76,96,101,103,554,616,3234
2293:17,58,101,138,236,449,554,999,1804,4174
2301:224,3097,3989,7611,10300,11434,14018,19643,22331,38604
2302:8,17,29,58,76,84,302,616,654,866
2304:17,760,877,1124,2153,2582,3348,5550,7180,9874
2318:29,76,101,245,289,358,361,554,654,899
2325:3,61,239,302,395,726,875,999,1009,2868
2335:17,94,138,245,289,302,508,554,899,1119
2343:8,17,29,58,76,84,302,616,654,866
2346:8,17,29,58,76,84,302,616,654,866
2347:81,640,2186,19075,30997,34298,38831,52756,58282,73249
2348:17,32,70,239,302,654,873,899,1119,2139
2362:40,224,262,301,409,669,873,901,947,1410
2363:17,73,97,101,289,554,813,1804,3730,4174
2364:3,101,239,302,554,726,1804,2868,3730,4174
2369:17,1218,2934,3829,4032,4126,5638,5740,11644,14964
2373:17,563,953,999,1218,1800,2076,7806,9581,15507
2381:17,29,103,239,302,394,654,931,1109,1462
2382:17,93,1173,1820,1985,6613,10217,12223,12776,18360
2384:17,472,496,594,812,1119,2447,3046,4420,7506
2385:17,29,302,692,749,1476,2121,3234,3730,5553
2392:8,17,29,58,76,84,302,616,654,866
2393:15,17,29,84,94,301,302,508,736,2139
2394:32,94,138,239,301,302,508,866,873,2139
2395:17,32,76,101,289,301,483,616,1462,3234
2399:17,94,138,449,1382,1499,1790,1832,2618,3250
2405:15,17,29,58,101,138,289,301,302,518
2407:17,546,890,1558,1573,1730,3568,4068,10039,20760
2408:3,76,239,302,395,654,726,837,1567,2868
2419:8,17,29,58,76,84,302,616,654,866
2429:17,22,76,278,302,354,616,654,1044,1499
2447:29,76,101,289,358,554,749,861,1804,3234
2452:40,225,301,669,875,947,1069,1276,2162,2703
2453:8,17,29,58,76,84,302,616,654,866
2454:17,179,834,888,901,1023,1126,1508,3841,4187
2456:17,29,32,96,495,692,749,1476,3234,3730
2461:29,101,138,162,289,554,866,873,899,1119
2464:48,239,327,496,546,654,749,1119,1187,3234
2465:76,94,119,239,508,749,891,1382,1476,3234
2469:61,94,138,239,302,354,508,899,901,1119
2489:17,138,224,226,301,361,518,650,866,899
2491:40,94,226,301,669,787,873,931,947,1119
2499:17,713,1097,3344,9250,13523,15250,23323,69268,73474
2500:3,29,65,239,495,654,726,749,1476,3234
2501:17,131,162,287,3169,4604,5699,6691,7620,18756
2505:17,29,58,97,289,394,554,616,1239,3234
2510:17,138,224,226,301,361,518,650,866,899
2515:17,29,116,302,495,692,776,1476,3234,4025
2518:17,890,1164,1728,2008,3568,4880,5097,5670,8042
2520:17,29,58,84,101,138,302,354,616,654
2521:3,162,239,301,302,398,449,518,726,1140
2524:17,294,302,495,692,749,1001,1476,3234,3429
2536:15,17,32,101,289,302,327,354,394,554
2541:29,58,94,101,239,302,554,654,861,1382
2547:17,1181,1752,2338,2831,2917,2944,3757,7210,14750
2553:40,94,226,301,669,787,873,931,947,1119
2558:17,29,32,138,354,364,736,873,1119,1382
2560:29,76,239,301,483,787,873,931,2200,3234
2563:15,58,101,162,289,302,508,654,861,866
2573:29,76,239,616,749,861,1140,1476,1550,3234
2591:17,45,1231,1393,2876,4173,4423,5575,7243,8156
2596:17,44,366,493,578,699,813,1342,2428,7059
2597:40,70,226,262,780,873,986,1276,1535,2162
2601:17,311,1589,2734,3001,3028,3162,3730,5553,14259
2604:17,367,1600,2512,5693,5905,8167,12332,14894,14960
2611:3,131,239,302,431,508,726,931,1382,3250
2612:17,58,101,289,301,361,508,654,861,899
2615:29,76,94,101,289,358,554,861,1023,1382
2625:17,774,970,1524,1827,2403,2714,3207,3506,7806
2626:76,84,101,162,239,289,302,554,873,1023
2634:17,58,101,422,554,1462,1804,1832,2618,8213
2636:3,29,239,495,654,726,749,1476,1511,3234
2639:17,94,165,508,1065,1881,3093,3250,3288,13838
2650:8,17,29,58,76,84,302,616,654,866
2661:8,17,29,58,76,84,302,616,654,866
2663:17,431,481,571,646,931,1339,2583,4107,7048
2666:17,29,239,302,654,749,1196,1476,1550,3234
2676:17,162,289,302,322,654,749,1102,1476,3234
2689:17,94,162,194,891,1200,1362,1382,1511,3250
2693:8,17,29,58,76,84,302,616,654,866
2708:17,29,58,94,101,138,302,554,901,1382
2709:17,48,65,238,301,402,899,901,1023,1119
2713:17,96,209,493,699,813,999,1109,1822,1951
2715:17,760,1400,1555,2153,2582,3599,4372,5398,14754
2716:8,17,29,58,76,84,302,616,654,866
2727:29,76,239,749,901,1023,1126,1476,1558,3234
2730:17,29,58,101,138,289,301,508,616,1119
2731:29,45,48,76,101,239,394,554,1119,1462
2734:17,76,302,564,654,5022,10295,10749,13931,14871
2735:17,378,678,1206,2181,3196,3204,3256,3864,3915
2737:8,17,29,58,76,84,302,616,654,866
2745:17,254,375,402,546,559,2115,4697,7194,7910
2746:698,4158,5595,13137,16151,22338,24118,25368,27209,40142
2748:8,17,29,58,76,84,302,616,654,866
2756:3,86,239,302,395,726,925,1550,2868,3017
2760:15,29,76,101,103,162,239,289,554,861
2776:40,225,301,669,875,947,1069,1276,2162,2703
2799:17,1351,1738,2481,10163,13151,24381,37509,44318,46108
2802:3,76,239,302,395,654,726,837,1567,2868
2803:8,17,29,58,76,84,302,616,654,866
2804:17,508,1065,1382,1508,1614,1881,3071,3250,3288
2805:8,17,29,58,76,84,302,616,654,866
2812:61,101,138,289,302,354,508,554,861,1119
2815:40,45,168,301,353,429,719,947,1069,2162
2827:17,94,273,449,521,1065,1382,1764,3250,3288
2831:3,29,84,138,239,591,654,749,1476,3234
2846:32,48,96,101,190,302,554,899,1119,1187
2848:17,29,32,162,289,361,554,901,1023,1535
2853:17,138,224,226,301,361,518,650,866,899
2854:3,239,302,395,472,496,726,1119,1567,2868
2857:17,1133,2831,2944,3757,4797,6765,11044,13959,17429
2858:17,29,76,101,162,239,289,354,554,1023
2861:17,116,1926,2117,2233,7926,10180,10981,22400,26981
2871:8,189,378,1007,2068,2715,3864,3915,5545,8514
2907:76,96,116,239,302,431,654,931,1109,3234
2912:17,176,226,1435,1449,1551,3789,5545,6455,8011
2914:17,66,510,591,690,1102,1239,1550,1762,3704
2924:17,574,1400,2028,2962,4462,7711,9709,12254,23285
2925:17,1181,2338,2626,5111,5398,6292,7210,8118,15337
2947:8,17,518,577,650,866,1263,2741,15751,68618
2951:8,17,29,58,76,84,302,616,654,866
2959:17,944,1876,5947,7067,7869,13832,18741,26344,32755
2960:17,48,65,354,402,431,899,931,1187,1499
2963:17,246,358,361,1089,1091,1960,2024,4210,8457
2965:8,17,29,58,76,84,302,616,654,866
2967:3,116,239,302,402,726,1287,1549,1578,2200
2970:17,294,490,493,591,616,813,2172,4181,5575
2977:17,2433,3915,4362,4737,14685,21513,34752,46767,61272
2981:29,76,94,101,239,289,554,861,873,1382
2989:17,48,431,472,496,709,873,931,1187,1196
2990:17,1815,4002,13581,16717,22193,22420,29000,47396,65423
3002:8,17,29,58,76,84,302,616,654,866
3004:17,72,760,877,1147,1803,2153,2582,9417,14754
3011:17,138,224,226,301,361,518,650,866,899
3013:17,179,364,431,873,901,1023,1126,1832,2618
3037:8,17,29,58,76,84,302,616,654,866
3038:8,17,29,58,76,84,302,616,654,866
3044:3,58,101,131,239,289,302,354,554,4174
3070:17,93,3095,5775,8995,9557,12223,12388,26529,31739
3081:17,54,2166,3561,3855,4542,6485,7505,21051,23555
3100:3,101,239,302,398,554,726,1804,2326,4174
3102:301,574,760,1124,1400,2153,7180,7711,10020,14754
3105:17,238,508,591,861,1065,1382,3250,3288,4904
3107:17,94,179,301,901,1023,1126,1382,1832,2618
3110:17,58,96,101,138,289,378,554,873,1109
3111:3,58,101,239,289,302,726,962,1804,4174
3113:17,294,394,1001,1217,1930,2151,2185,3429,6353
3121:8,101,239,554,861,999,1382,1499,1535,3234
3125:17,45,356,449,521,749,813,1832,2618,4542
3126:8,17,29,58,76,84,302,616,654,866
3129:29,76,94,236,289,302,358,518,554,1023
3139:17,254,2638,4932,7194,9739,17934,77379,81900,112071
3144:17,709,760,1164,2008,2024,2153,4880,5480,14754
3152:17,179,236,787,813,901,1023,1126,2937,3841
3166:40,500,875,1069,1131,1539,1957,2162,2275,2703
3167:17,226,357,1326,1551,1790,3599,4697,4919,4967
3169:58,101,138,289,302,518,554,654,873,899
3170:17,28,94,165,1065,1382,1881,3250,3288,13838
3172:8,17,29,58,76,84,302,616,654,866
3176:76,96,239,495,749,780,1109,1476,1549,2030
3183:17,29,495,692,749,1326,1476,1832,2618,3234
3184:81,1131,1902,2100,3955,6411,8483,9239,11467,13312
3193:58,76,138,289,354,483,554,873,901,1023
3195:17,646,1795,2937,5655,5791,6129,7849,9302,11154
3220:45,76,101,239,289,554,749,1499,1804,3234
3229:17,32,96,97,209,223,345,855,2944,3757
3234:3,239,302,395,726,837,1102,1567,1762,2868
3237:8,17,29,58,76,84,302,616,654,866
3238:8,17,29,58,76,84,302,616,654,866
3239:17,29,76,239,354,749,1462,1476,1499,3234
3246:17,603,1130,2021,3426,4218,6880,7675,13267,13341
3258:17,29,32,58,354,508,554,654,861,899
3263:17,58,73,101,289,554,1326,1804,3223,4174
3264:40,45,168,301,353,429,719,947,1069,2162
3277:17,3599,5363,9874,11899,15255,25230,32748,35229,40263
3279:17,94,254,431,508,931,1065,1382,2583,3250
3295:8,17,29,58,76,84,302,616,654,866
3305:8,17,29,58,76,84,302,616,654,866
3306:17,1651,7202,8927,9557,12690,13782,27747,30526,31739
3308:17,32,45,65,96,1152,1550,2200,2342,2429
3309:29,76,84,94,289,301,302,554,901,1382
3319:40,375,535,875,1069,2162,2275,2703,3142,5287
3320:17,3370,6754,7160,17380,24752,35218,36399,45954,63563
3328:29,76,138,239,486,508,616,901,1023,1382
3329:70,81,224,226,262,301,669,787,873,1119
3335:48,61,96,301,358,654,1109,1119,1187,3234
3346:17,22,30,103,138,354,449,521,891,1362
3352:17,54,65,889,1009,2166,3855,4542,6485,6793
3353:17,32,96,179,431,866,931,1023,1109,1126
3360:3,94,239,302,356,726,1382,2868,3250,3288
3374:17,1009,1708,2239,2597,6691,8934,9741,16515,19877
3376:17,66,219,239,690,730,4328,4499,7800,10071
3383:17,29,42,317,361,546,1832,2618,4068,22308
3386:17,215,238,776,1444,8861,10640,12023,12253,14750
3411:17,354,431,564,787,901,1023,1126,1499,3841
3412:94,224,226,262,301,669,787,873,947,1119
3413:17,94,119,774,1287,1382,3233,3250,3288,4542
3416:8,40,262,431,1069,1119,1276,2162,2703,4755
3419:17,29,101,162,289,301,356,358,394,554
3421:8,17,76,84,101,162,289,508,554,861
3423:17,94,165,1065,1382,1881,3093,3250,3288,13838
3426:17,58,73,101,289,483,1804,4174,4181,5575
3428:17,32,58,65,101,285,289,302,554,1196
3429:101,162,239,289,302,554,654,861,1462,3234
